source,confidence,target,weight
SP1,A,ATF2,1.0
SP1,A,ATP1A3,1.0
SP1,A,ATP2A2,1.0
SP1,A,B4GALT1,1.0
SP1,A,BAX,1.0
SP1,A,BCL2,1.0
SP1,A,BIRC5,1.0
SP1,A,BLMH,1.0
SP1,A,BRCA1,1.0
SP1,A,BRD7,1.0
GATA2,A,PECAM1,1.0
SP1,A,BSG,1.0
SP1,A,BTK,1.0
SP1,A,ATM,1.0
SP1,A,C1QBP,1.0
SP1,A,ALDOA,1.0
SP1,A,AGTR1,1.0
SOX9,A,COL9A1,1.0
SOX9,A,COMP,1.0
SOX9,A,HAPLN1,1.0
SOX9,A,HES1,1.0
SOX9,A,MATN1,1.0
SOX9,A,MIA,1.0
SOX9,A,NKX3-2,1.0
SOX9,A,PRAME,-1.0
SOX9,A,RGR,1.0
SP1,A,ABCB1,1.0
SP1,A,ABCC1,-1.0
SP1,A,ABCC3,1.0
SP1,A,AHR,-1.0
SP1,A,ACAN,1.0
SP1,A,ACTC1,1.0
SP1,A,ADA,1.0
SP1,A,ADAM10,1.0
SP1,A,ADAM17,1.0
SP1,A,ADGRE5,1.0
SP1,A,ADH6,1.0
SP1,A,ADIPOQ,1.0
SP1,A,ADRA1A,1.0
SP1,A,ADRA2B,1.0
SP1,A,ADRB3,1.0
GATA2,A,PSD4,1.0
SP1,A,AGT,1.0
SP1,A,ACTA1,1.0
SPI1,A,MCM3AP,1.0
SP1,A,CA9,1.0
SP1,A,CAV1,1.0
SP1,A,CHRNB4,1.0
SP1,A,COL18A1,1.0
SP1,A,COL1A1,-1.0
SP1,A,COL1A2,1.0
SP1,A,COL2A1,1.0
SP1,A,COL7A1,1.0
SP1,A,CREM,1.0
SP1,A,CRMP1,-1.0
SP1,A,CSNK2A1,1.0
SP1,A,CTSD,1.0
SP1,A,CTSL,1.0
GATA2,A,MYC,1.0
SP1,A,CETP,-1.0
SP1,A,CXCL1,1.0
SP1,A,CYP11A1,1.0
GATA2,A,MS4A2,1.0
SP1,A,CYP17A1,1.0
SP1,A,CYP19A1,1.0
SP1,A,CYP1B1,1.0
SP1,A,CYP27A1,1.0
SP1,A,CYP2F1,1.0
SP1,A,CYP3A4,1.0
SP1,A,CYP3A5,1.0
SP1,A,CYP3A7,1.0
SP1,A,CYP7A1,1.0
SP1,A,CYP7B1,1.0
SP1,A,CXCL5,1.0
SP1,A,CAT,1.0
SP1,A,CES1,1.0
SP1,A,CENPW,1.0
SP1,A,CCK,1.0
SP1,A,CCL2,1.0
SP1,A,CCN2,1.0
SP1,A,CCNA1,1.0
SP1,A,CCND1,1.0
SP1,A,CCND2,1.0
SP1,A,CD14,1.0
SP1,A,CD151,1.0
SP1,A,CD163,1.0
SP1,A,CD19,1.0
SP1,A,CD28,1.0
SP1,A,CD44,1.0
SP1,A,CERS2,1.0
SP1,A,CD83,1.0
SP1,A,CD99,1.0
SP1,A,CDC25C,1.0
SP1,A,CDH3,1.0
SP1,A,CDK1,1.0
SP1,A,CDK6,-1.0
SP1,A,CDKN1A,1.0
SP1,A,CDKN1B,1.0
GATA2,A,NOS3,1.0
SP1,A,CDKN2A,1.0
SP1,A,CDKN2B,1.0
SP1,A,CDKN2C,1.0
SP1,A,CDKN2D,1.0
SP1,A,CD9,1.0
SPI1,A,MME,1.0
SPI1,A,MMP2,1.0
SPI1,A,MNDA,1.0
STAT1,A,ZNF337,1.0
STAT1,A,ZNF33B,1.0
STAT1,A,ZNF343,1.0
ETS1,A,ECE1,1.0
STAT1,A,ZNF354A,1.0
ETS1,A,DUSP6,1.0
STAT1,A,ZNF367,-1.0
STAT1,A,ZNF398,1.0
STAT1,A,ZNF41,1.0
STAT1,A,ZNF417,1.0
STAT1,A,ZNF418,1.0
STAT1,A,ZNF419,1.0
ETS1,A,DNTT,1.0
STAT1,A,ZNF425,1.0
STAT1,A,ZNF460,1.0
STAT1,A,ZNF490,1.0
STAT1,A,ZNF510,1.0
STAT1,A,ZNF519,1.0
STAT1,A,ZNF529,1.0
STAT1,A,ZNF546,1.0
STAT1,A,ZNF550,1.0
STAT1,A,ZNF567,1.0
ETS1,A,DAD1,1.0
STAT1,A,ZNF585A,1.0
ETS1,A,CXCR4,1.0
ETS1,A,EGR2,1.0
STAT1,A,ZNF333,1.0
STAT1,A,ZNF331,1.0
STAT1,A,ZNF311,1.0
STAT1,A,ZNF200,1.0
STAT1,A,ZNF205,1.0
ETS1,A,FLT1,1.0
STAT1,A,ZNF222,1.0
STAT1,A,ZNF226,1.0
ETS1,A,FLI1,1.0
STAT1,A,ZNF227,1.0
ETS1,A,FGFBP1,1.0
STAT1,A,ZNF23,1.0
STAT1,A,ZNF230,1.0
ETS1,A,FASLG,1.0
ETS1,A,FAS,1.0
STAT1,A,ZNF589,1.0
STAT1,A,ZNF235,1.0
STAT1,A,ZNF251,1.0
ETS1,A,F13A1,1.0
STAT1,A,ZNF254,1.0
ETV4,A,ETS1,1.0
ETS1,A,ETV4,1.0
ETS1,A,ETS2,1.0
STAT1,A,ZNF267,1.0
STAT1,A,ZNF268,1.0
STAT1,A,ZNF273,1.0
STAT1,A,ZNF282,1.0
ETS1,A,EMSY,1.0
STAT1,A,ZNF302,1.0
STAT1,A,ZNF25,1.0
ETS1,A,CTSB,1.0
STAT1,A,ZNF596,1.0
STAT1,A,ZNF599,1.0
STAT1,A,ZNF786,1.0
ETS1,A,CDH13,1.0
STAT1,A,ZNF79,1.0
ETS1,A,CDC37,1.0
STAT1,A,ZNF8,1.0
ETS1,A,CD8A,1.0
ETS1,A,CD6,1.0
ETS1,A,CD53,1.0
ETS1,A,CD5,1.0
ETS1,A,CD4,1.0
ETS1,A,CD3D,1.0
STAT1,A,ZNF81,1.0
ETS1,A,CDK11A,1.0
ETS1,A,CCND1,1.0
STAT1,A,ZNF860,1.0
STAT1,A,ZNF875,1.0
STAT1,A,ZNF878,1.0
ETS1,A,CASP8,1.0
STAT1,A,ZNF879,1.0
ETS1,A,BMP4,1.0
ETS1,A,BIRC2,1.0
ETS1,A,BID,1.0
STAT2,A,BST2,1.0
STAT2,A,CFB,1.0
ETS1,A,BCL2,1.0
ETS1,A,BAX,-1.0
STAT1,A,ZNF84,1.0
STAT1,A,ZNF19,1.0
ETS1,A,CDK4,1.0
ETS1,A,CDKN1A,1.0
STAT1,A,ZNF613,1.0
STAT1,A,ZNF619,1.0
ETS1,A,CSNK2B,1.0
ETS1,A,CSNK2A2,1.0
ETS1,A,CSNK2A1,1.0
STAT1,A,ZNF630,1.0
ETS1,A,CSF3R,1.0
ETS1,A,CSF2,1.0
ETS1,A,COX4I1,1.0
ETS1,A,COPS2,1.0
ETS1,A,COL1A1,1.0
STAT1,A,ZNF655,1.0
STAT1,A,ZNF782,1.0
STAT1,A,ZNF669,1.0
STAT1,A,ZNF680,1.0
STAT1,A,ZNF689,1.0
STAT1,A,ZNF713,1.0
ETS1,A,CIP2A,1.0
STAT1,A,ZNF721,1.0
ETS1,A,CHUK,1.0
STAT1,A,ZNF746,1.0
STAT1,A,ZNF764,1.0
STAT1,A,ZNF777,1.0
STAT1,A,ZNF778,1.0
ETS1,A,CDKN2A,1.0
ETS1,A,CDKN1B,1.0
STAT1,A,ZNF670,1.0
ETS1,A,B3GAT3,1.0
ETS1,A,FOS,1.0
ETS1,A,FOXD1,1.0
ETS1,A,OAS2,1.0
STAT1,A,SOCS4,1.0
STAT1,A,SOCS5,1.0
STAT1,A,SOCS6,1.0
STAT1,A,SOCS7,1.0
ETS1,A,NRP1,1.0
NR3C1,A,ETS1,-1.0
ETS1,A,NOS3,1.0
ETS1,A,NFKB1,1.0
STAT1,A,STAT2,1.0
STAT3,A,STAT1,1.0
ETS1,A,NDRG1,-1.0
STAT1,A,STAT3,1.0
ETS1,A,MYB,1.0
STAT1,A,TAP1,1.0
ETS1,A,MPL,1.0
ETS1,A,MMP9,1.0
ETS1,A,MMP3,1.0
ETS1,A,MMP2,1.0
ETS1,A,MMP13,1.0
ETS1,A,MMP1,1.0
STAT1,A,TBX21,1.0
ETS1,A,MGAT5B,1.0
ETS1,A,MGAT5,1.0
STAT1,A,TFF1,1.0
STAT1,A,SOCS3,1.0
ETS1,A,PARP1,1.0
STAT1,A,SOCS2,1.0
STAT1,A,SOCS1,1.0
ETS1,A,SLC19A1,1.0
STAT1,A,RBAK,1.0
STAT1,A,REV3L,1.0
ETS1,A,RUNX1,1.0
STAT1,A,RIPK1,1.0
STAT1,A,RNF213,1.0
STAT1,A,RPS24,-1.0
RARA,A,ETS1,1.0
STAT1,A,S100A10,1.0
STAT1,A,SBNO2,1.0
ETS1,A,RAD51,1.0
STAT1,A,SCARB1,1.0
ETS1,A,MET,1.0
ETS1,A,PTPA,1.0
ETS1,A,PTHLH,1.0
ETS1,A,PTGS2,1.0
ETS1,A,PSEN1,1.0
ETS1,A,PRL,1.0
ETS1,A,POR,1.0
ETS1,A,POLD1,1.0
ETS1,A,PLAU,1.0
STAT1,A,SLC2A2,1.0
STAT1,A,SMARCA4,1.0
ETS1,A,PF4,1.0
STAT1,A,SNRNP27,1.0
ETS1,A,PCSK6,1.0
STAT1,A,SEMA4B,1.0
ETS1,A,MDM2,-1.0
ETS1,A,MCL1,1.0
STAT1,A,TH,1.0
ETS1,A,HPGD,1.0
STAT1,A,VPS33B,1.0
STAT1,A,WARS1,1.0
ETS1,A,HMOX1,1.0
HIF1A,A,ETS1,1.0
STAT1,A,ZC3HAV1,1.0
ETS1,A,GZMB,1.0
STAT1,A,ZFP1,1.0
ETS1,A,GRPR,1.0
STAT1,A,ZFP30,1.0
ETS1,A,GP9,1.0
ETS1,A,GP6,1.0
STAT1,A,VIP,1.0
ETS1,A,GP5,1.0
STAT1,A,ZNF112,1.0
STAT1,A,ZNF114,1.0
STAT1,A,ZNF12,1.0
STAT1,A,ZNF124,1.0
STAT1,A,ZNF140,1.0
STAT1,A,ZNF155,1.0
ETS1,A,GABPA,1.0
STAT1,A,ZNF157,1.0
STAT1,A,ZNF169,1.0
STAT1,A,ZNF175,1.0
STAT1,A,ZNF181,1.0
STAT1,A,ZNF184,1.0
STAT1,A,ZNF107,1.0
ETS1,A,FOSL1,1.0
ETS1,A,IER5,1.0
STAT1,A,VEGFC,1.0
STAT1,A,TIMP1,1.0
ETS1,A,LTF,1.0
ETS1,A,LTB,1.0
STAT1,A,TLR3,1.0
STAT1,A,TNFRSF8,1.0
STAT1,A,TNFSF11,1.0
ETS1,A,LCP1,1.0
ETS1,A,LCK,1.0
STAT1,A,TNFSF13B,1.0
TP53,A,STAT1,1.0
STAT1,A,TP53,1.0
STAT1,A,TRIM25,1.0
STAT1,A,VEGFD,1.0
JUN,A,ETS1,1.0
STAT1,A,UBR1,1.0
STAT1,A,UPP1,1.0
ETS1,A,ITGB3,1.0
ETS1,A,ITGA5,1.0
ETS1,A,ITGA4,1.0
STAT1,A,VEGFA,1.0
ETS1,A,IL5,1.0
ETS1,A,IL3,1.0
ETS1,A,IL2RB,1.0
ETS1,A,IL2,-1.0
ETS1,A,IL12B,1.0
ETS1,A,IL10,1.0
ETS1,A,JAK3,1.0
ETS1,A,ATXN2,1.0
ETS1,A,ATP5F1B,1.0
ETS1,A,ATP2A3,1.0
STAT5A,A,IGF1,1.0
STAT5A,A,IL2RA,1.0
ESR1,A,SLC8A3,1.0
ESR1,A,SLC8A2,1.0
ESR1,A,SLC8A1,1.0
STAT5A,A,IL6ST,1.0
STAT5A,A,IRF1,1.0
STAT5A,A,LONP1,1.0
STAT5A,A,MUC1,1.0
STAT5A,A,MYD88,1.0
STAT5A,A,OSM,1.0
STAT5A,A,PIM1,1.0
STAT5A,A,PRF1,1.0
STAT5B,A,BCL2L1,1.0
ESR1,A,SERPINE1,1.0
ESR1,A,SERPINB9,1.0
STAT5B,A,BCL6,1.0
STAT5B,A,CCND1,1.0
STAT5B,A,CCND3,1.0
ESR1,A,SEC61B,1.0
STAT5B,A,CEL,1.0
STAT5B,A,ESR1,1.0
STAT5B,A,ESR2,1.0
STAT5B,A,FCGR1A,1.0
STAT5B,A,IFNG,1.0
ESR1,A,SMARCA2,1.0
STAT5A,A,IFNG,1.0
STAT5A,A,CSN2,1.0
ESR1,A,SOCS3,1.0
STAT4,A,IFNG,1.0
STAT4,A,IL2RA,1.0
STAT4,A,IRF1,1.0
STAT4,A,MYC,1.0
STAT4,A,PIM1,1.0
STAT5A,A,ESR1,1.0
ESR1,A,STAT5A,1.0
STAT3,A,ESR1,1.0
STAT1,A,ESR1,1.0
STAT4,A,PRF1,1.0
STAT4,A,S100A4,1.0
STAT4,A,SOCS3,-1.0
RUNX2,A,ESR1,-1.0
STAT4,A,TBX21,1.0
STAT5A,A,BCL2,1.0
STAT5A,A,BCL2L1,1.0
STAT5A,A,BCL6,1.0
STAT5A,A,CCND1,1.0
STAT5A,A,CCND2,-1.0
STAT5A,A,CCND3,1.0
ESR1,A,SPATA2,1.0
ESR1,A,SPARC,1.0
ESR1,A,SP3,1.0
SP1,A,ESR1,1.0
ESR1,A,SP1,1.0
STAT5A,A,CEL,1.0
ESR1,A,SRC,1.0
ESR1,A,RUNX2,1.0
STAT5B,A,IGF1,1.0
STAT5B,A,IL2RA,1.0
ESR1,A,PELP1,1.0
ESR1,A,PBX1,1.0
ESR1,A,OXT,-1.0
TAL1,A,BRF1,1.0
ESR1,A,NRF1,1.0
TAL1,A,C3AR1,1.0
ESR1,A,NR5A2,1.0
ESR1,A,NQO1,-1.0
ESR1,A,NOTCH2NLA,1.0
ESR1,A,NOTCH2,1.0
ESR1,A,NOS3,1.0
ESR1,A,NOL3,1.0
ESR1,A,PGR,1.0
ESR1,A,NID2,1.0
ESR1,A,NEK6,1.0
ESR1,A,NCOA3,1.0
ESR1,A,NCOA1,1.0
TAL1,A,CD34,-1.0
ESR1,A,NBPF4,1.0
ESR1,A,NBPF15,1.0
ESR1,A,NBPF1,1.0
TAL1,A,CDH13,1.0
TAL1,A,CDH23,1.0
ESR1,A,MYC,1.0
ESR1,A,MYB,1.0
ESR1,A,MTA3,1.0
ESR1,A,NFIB,1.0
STAT3,A,ZFP36,1.0
PGR,A,ESR1,1.0
ESR1,A,PMAIP1,1.0
STAT5B,A,IL6ST,1.0
STAT5B,A,MUC1,1.0
STAT5B,A,OSM,1.0
STAT5B,A,PIM1,1.0
ESR1,A,RET,1.0
STAT5B,A,PRF1,1.0
ESR1,A,REN,1.0
STAT6,A,ALOX15,1.0
STAT6,A,BCL2L1,1.0
STAT6,A,CCL17,1.0
STAT6,A,CISH,1.0
ESR1,A,RARA,1.0
ESR1,A,PLAC1,1.0
STAT6,A,IL4,1.0
STAT6,A,RHOA,1.0
STAT6,A,SLC26A4,1.0
STAT6,A,SOCS1,1.0
ESR1,A,PTPRG,1.0
ESR1,A,PTMA,-1.0
ESR1,A,PSG1,1.0
ESR1,A,PRL,1.0
TAL1,A,ALDH1A2,1.0
ESR1,A,PPARG,-1.0
ESR1,A,PPARD,1.0
ESR1,A,POR,1.0
ESR1,A,POFUT1,1.0
STAT6,A,IRF1,1.0
STAT3,A,VIP,1.0
STAT3,A,VEGFB,1.0
STAT3,A,VEGFA,1.0
ESR2,A,RARA,1.0
ESR2,A,PTPRC,1.0
ESR2,A,PGR,1.0
STAT3,A,CDK4,1.0
ESR2,A,OXT,1.0
STAT3,A,CDKN1A,1.0
ESR2,A,MKNK2,1.0
ESR2,A,JUN,1.0
ESR2,A,IL1RAP,1.0
ESR2,A,FOS,1.0
ESR2,A,EBAG9,1.0
ESR2,A,CTSD,1.0
ESR2,A,SERPINE1,-1.0
ESR2,A,COLEC12,1.0
STAT3,A,CFB,1.0
STAT3,A,CHI3L1,1.0
STAT3,A,CISH,1.0
STAT3,A,COPS5,1.0
STAT3,A,CRP,1.0
STAT3,A,CSRP1,1.0
STAT3,A,CYP19A1,1.0
ESR1,A,ZMYND8,1.0
ESR1,A,ZFHX3,1.0
STAT3,A,EGFR,1.0
ESR1,A,YWHAQ,1.0
STAT3,A,ESR2,1.0
ESR2,A,CD68,1.0
STAT3,A,ETV6,1.0
STAT5A,A,ESR2,1.0
ESR2,A,TFF1,1.0
ETS1,A,ASAP1,1.0
STAT2,A,IFIT3,1.0
STAT2,A,IRF1,1.0
STAT2,A,IRF7,1.0
STAT2,A,MX1,1.0
STAT2,A,OAS1,1.0
STAT2,A,OAS2,1.0
ETS1,A,ANPEP,1.0
ETS1,A,ANGPT2,1.0
STAT2,A,PML,1.0
STAT3,A,A2M,1.0
STAT3,A,BCL2,1.0
ESR2,A,TERT,1.0
STAT3,A,BCL2L1,1.0
STAT3,A,BIRC3,1.0
ETS1,A,ABCB1,1.0
STAT3,A,BIRC5,1.0
STAT3,A,CCL2,1.0
STAT3,A,CCND1,1.0
STAT3,A,CCND2,1.0
ESRRA,A,NR2F6,-1.0
ESRRA,A,CYP19A1,1.0
STAT3,A,CCND3,1.0
STAT3,A,CD274,1.0
ESR2,A,TMSB4X,1.0
ESR2,A,TGFA,1.0
ETS1,A,ABCC1,1.0
ETS1,A,SLC26A3,1.0
STAT3,A,FAS,-1.0
STAT3,A,GFAP,1.0
ESR1,A,TNFRSF11B,1.0
STAT3,A,PGF,-1.0
STAT3,A,PIM1,1.0
STAT3,A,PRF1,1.0
STAT3,A,PTGS2,1.0
STAT3,A,PTPN13,1.0
STAT3,A,REG1A,1.0
STAT3,A,RNLS,1.0
STAT3,A,ROR1,1.0
STAT3,A,RORA,1.0
STAT3,A,S100A11,1.0
STAT3,A,SAA1,1.0
ESR1,A,TNIP1,1.0
ESR1,A,TGFA,1.0
TFAP2C,A,ESR1,1.0
ESR1,A,TFAP2C,1.0
STAT3,A,SOCS1,1.0
ESR1,A,TERT,1.0
STAT3,A,SOCS3,1.0
STAT3,A,TIMP1,1.0
TP53,A,STAT3,-1.0
STAT3,A,TP53,1.0
STAT3,A,TRH,1.0
STAT3,A,TWIST1,1.0
ESR1,A,TAC3,1.0
STAT3,A,USP7,-1.0
ESR1,A,TFF1,1.0
ESR1,A,WNT7A,1.0
STAT3,A,OSM,1.0
ESR1,A,TP53,-1.0
STAT3,A,HAMP,1.0
STAT3,A,HMOX1,1.0
ESR1,A,VEGFA,1.0
STAT3,A,HSPB1,1.0
STAT3,A,IFNAR1,1.0
STAT3,A,IGF1,1.0
STAT3,A,IL10,1.0
STAT3,A,IL21,1.0
STAT3,A,IL2RA,1.0
ESR1,A,UGT2B15,1.0
ESR1,A,TYMS,1.0
STAT3,A,IL6,1.0
STAT3,A,NOX5,1.0
STAT3,A,IL6ST,1.0
STAT3,A,LBP,1.0
STAT3,A,LTBP1,-1.0
ESR1,A,TSC22D3,1.0
STAT3,A,MCL1,1.0
STAT3,A,MMP3,1.0
STAT3,A,MUC1,1.0
ESR1,A,TRIM16,1.0
ESR1,A,TRH,1.0
STAT3,A,MUC4,1.0
STAT3,A,MYD88,1.0
STAT3,A,NNMT,1.0
TP53,A,ESR1,1.0
STAT3,A,KLF11,1.0
GLI2,A,EFEMP1,-1.0
ETS1,A,SMAD4,1.0
STAT1,A,PWP2,1.0
STAT1,A,CCND1,1.0
STAT1,A,CCND2,1.0
STAT1,A,CCND3,1.0
STAT1,A,CCR1,1.0
STAT1,A,CCR5,1.0
STAT1,A,CD274,1.0
STAT1,A,CD40,1.0
STAT1,A,CD86,1.0
STAT1,A,CDC7,-1.0
FOS,A,STIM1,1.0
STAT6,A,FOS,1.0
STAT3,A,FOS,1.0
STAT1,A,FOS,1.0
FOS,A,STAR,1.0
FOS,A,SRR,1.0
SRF,A,FOS,1.0
FOS,A,SPRR3,1.0
STAT1,A,CDKN1A,1.0
STAT1,A,CEBPE,1.0
SPI1,A,FOS,1.0
FOS,A,SP3,1.0
SP1,A,FOS,1.0
STAT1,A,CFTR,1.0
FOS,A,SMAD7,1.0
FOS,A,SMAD4,1.0
STAT1,A,CCL3,1.0
STAT1,A,CCL2,1.0
STAT1,A,CASP4,1.0
STAT1,A,BST2,1.0
FOSL1,A,NQO1,1.0
FOSL1,A,MMP9,1.0
FOSL1,A,MMP1,1.0
FOSL1,A,IVL,1.0
FOSL1,A,ITGB3,-1.0
FOSL1,A,IL6,1.0
FOSL1,A,GCLC,1.0
FOSL1,A,ELN,1.0
FOSL1,A,CLU,1.0
FOSL1,A,CDKN2A,1.0
STAT1,A,APOE,1.0
STAT1,A,APOL4,1.0
STAT1,A,CIITA,1.0
STAT1,A,APP,1.0
FOS,A,VEGFA,1.0
FOS,A,VDR,1.0
STAT1,A,ATG4C,1.0
FOS,A,UBP1,1.0
STAT1,A,B3GAT3,1.0
STAT1,A,BAX,1.0
STAT1,A,BCL2,1.0
TP53,A,FOS,1.0
FOS,A,TP53,1.0
STAT1,A,BCL6,1.0
STAT1,A,BRD8,1.0
FOS,A,TNFAIP6,1.0
FOS,A,VEGFD,1.0
STAT1,A,CISH,1.0
STAT1,A,CLC,1.0
STAT1,A,CLIC2,1.0
STAT1,A,EIF2AK2,1.0
STAT1,A,EIF2AK3,1.0
STAT1,A,ELF5,1.0
STAT1,A,ELP3,1.0
FOS,A,NTS,1.0
FOS,A,NTF3,1.0
FOS,A,NR3C1,1.0
FOS,A,NQO1,1.0
FOS,A,NPPA,1.0
FOS,A,NOS2,1.0
FOS,A,NOS1,1.0
FOS,A,NGF,1.0
STAT1,A,EIF2AK1,1.0
FOS,A,NFKB1,-1.0
FOS,A,NFATC1,1.0
STAT1,A,ETV7,1.0
FOS,A,NEFL,1.0
STAT1,A,FAS,1.0
STAT1,A,FBXO5,1.0
STAT1,A,FCGR1A,1.0
STAT1,A,FCGR3A,1.0
STAT1,A,FCGRT,-1.0
FOS,A,NAT1,1.0
STAT1,A,FGF2,1.0
STAT1,A,FGFR3,-1.0
FOS,A,MYC,-1.0
STAT1,A,ESR2,1.0
FOSL1,A,PLAUR,1.0
STAT1,A,EGLN3,1.0
FOS,A,PDHA1,1.0
STAT1,A,COL1A1,1.0
STAT1,A,COL1A2,1.0
STAT1,A,CREM,1.0
STAT1,A,CSF1,1.0
STAT1,A,CTSB,1.0
STAT1,A,CTSL,1.0
STAT1,A,CX3CL1,1.0
FOS,A,RUNX2,1.0
STAT1,A,CXCL10,1.0
STAT1,A,CXCL8,-1.0
STAT1,A,CXCL9,1.0
STAT1,A,CYP19A1,1.0
FOS,A,PDGFB,1.0
STAT1,A,DCLRE1C,1.0
STAT1,A,DIMT1,1.0
FOS,A,PPARD,1.0
STAT1,A,DUOX2,1.0
STAT1,A,EARS2,1.0
FOS,A,PLAUR,1.0
FOS,A,PLAU,1.0
FOS,A,PLA2G4A,1.0
STAT1,A,EDEM2,1.0
STAT1,A,EDN1,1.0
FOS,A,PGR,1.0
FOS,A,PENK,1.0
STAT1,A,EGFR,1.0
STAT1,A,DDX50,1.0
FOS,A,MMP9,1.0
STAT1,A,AOX1,1.0
FOSL2,A,BRCA1,1.0
FOXA1,A,FOXC1,1.0
SPI1,A,TAL1,1.0
SPI1,A,TBXAS1,1.0
SPI1,A,TFEC,1.0
SPI1,A,TGFBR2,1.0
SPI1,A,TLR4,1.0
SPI1,A,TNF,1.0
FOXA1,A,ERBB3,1.0
SPI1,A,TYROBP,1.0
SPI1,A,VAV1,1.0
SPI1,A,VIP,1.0
SPI1,A,WAS,1.0
SPI1,A,ZNF300,1.0
SPIB,A,CD40,1.0
SPIB,A,IRF7,-1.0
FOXA1,A,CYP7A1,1.0
SPIB,A,PRDM1,1.0
SPIB,A,XBP1,1.0
SREBF1,A,ACACA,1.0
SREBF1,A,ACACB,1.0
SREBF1,A,ACLY,1.0
SREBF1,A,CETP,1.0
SREBF1,A,FASN,1.0
SREBF1,A,FDFT1,1.0
SREBF1,A,FDPS,1.0
SPI1,A,STAT3,1.0
FOXA1,A,G6PC1,1.0
FOXA1,A,GREB1,1.0
SPI1,A,SERPINB1,1.0
SPI1,A,MPO,1.0
SPI1,A,MSR1,1.0
SPI1,A,MYB,1.0
SPI1,A,NCF1,1.0
SPI1,A,NCF2,1.0
SPI1,A,NCF4,1.0
SPI1,A,NR3C1,1.0
FOXA1,A,NF1,1.0
SPI1,A,P2RY10,1.0
SPI1,A,PARG,-1.0
SPI1,A,PDGFRB,1.0
FOXA1,A,MYC,1.0
SREBF1,A,HK2,1.0
FOXA1,A,MUC4,1.0
SPI1,A,PRTN3,1.0
SPI1,A,PTGIR,1.0
SPI1,A,PTPRC,1.0
SPI1,A,PTPRE,1.0
FOXA1,A,KRT7,1.0
FOXA1,A,KLK3,1.0
SPI1,A,REL,1.0
SPI1,A,RNASE2,1.0
SPI1,A,SCARB1,1.0
FOXA1,A,IFI27,1.0
SPI1,A,SCARB2,1.0
FOXA1,A,HSPA1A,1.0
SPI1,A,PPBP,1.0
SREBF1,A,HMGCR,1.0
SREBF1,A,HMGCS1,1.0
SREBF1,A,HMOX1,1.0
SREBF2,A,SQLE,1.0
SREBF2,A,STARD4,1.0
SRF,A,ACTA1,1.0
SRF,A,ACTB,1.0
SRF,A,ACTC1,1.0
SRF,A,DMD,1.0
SRF,A,FOSL1,1.0
SRF,A,MMP2,1.0
FOXA1,A,APOB,1.0
FOXA1,A,APOA1,1.0
SRF,A,SAMD4A,1.0
SRF,A,TAGLN,1.0
SREBF2,A,PON1,1.0
STAT1,A,A2M,1.0
STAT1,A,ADAR,1.0
STAT1,A,AGFG2,-1.0
STAT1,A,AIM2,1.0
FOXA1,A,ABCA1,-1.0
FOSL2,A,UGT2B15,1.0
FOSL2,A,PLAUR,1.0
FOSL2,A,NOS2,1.0
FOSL2,A,MMP13,1.0
FOSL2,A,IVL,1.0
FOSL2,A,FOSL1,1.0
FOSL2,A,CLU,1.0
FOSL2,A,CCR4,1.0
FOXA1,A,AGR2,1.0
FOSL2,A,BCL6,1.0
SREBF2,A,PCYT2,1.0
FOXA1,A,BCL2,-1.0
SREBF1,A,INSIG1,1.0
FOXA1,A,CFTR,-1.0
SREBF1,A,IRS2,-1.0
SREBF1,A,LDLR,1.0
SREBF1,A,LRP1,-1.0
SREBF1,A,NPC1,1.0
SREBF1,A,NR0B2,1.0
SREBF1,A,PCYT2,1.0
SREBF1,A,PIK3R3,1.0
SREBF1,A,SCD,1.0
SREBF1,A,SCD5,1.0
FOXA1,A,CCNG2,1.0
SREBF2,A,PCSK9,1.0
SREBF1,A,SLC2A4,1.0
SREBF2,A,ABCA1,-1.0
SREBF2,A,ACLY,1.0
SREBF2,A,ACOT7,1.0
SREBF2,A,EBP,1.0
SREBF2,A,FDFT1,1.0
SREBF2,A,HMGCR,1.0
SREBF2,A,INSIG1,1.0
FOXA1,A,BRCA1,1.0
SREBF2,A,LDLR,1.0
SREBF2,A,LRP1,-1.0
SREBF2,A,MTTP,-1.0
SREBF2,A,NPC1L1,1.0
SREBF1,A,SQLE,1.0
FOS,A,MMP7,1.0
FOS,A,MMP3,1.0
FOS,A,MMP2,1.0
ETS2,A,VWF,1.0
ETS2,A,TP53,1.0
ETS2,A,TERT,1.0
ETS2,A,PTHLH,1.0
ETS2,A,PSEN1,1.0
ETS2,A,PDE7A,1.0
ETS2,A,MYC,1.0
MYC,A,ETS2,1.0
ETS2,A,MSR1,1.0
ETS2,A,MMP9,1.0
ETS2,A,MMP3,1.0
ETS2,A,MDM2,1.0
JUN,A,ETS2,1.0
ETS2,A,JAK3,1.0
ETS2,A,IL5,1.0
ETS2,A,IL12B,1.0
ETS2,A,ICAM1,1.0
ETS2,A,FOSL1,1.0
ETS2,A,FOS,1.0
ETS2,A,FLI1,1.0
ETS2,A,ERG,1.0
ETS2,A,CSF3R,1.0
ETS2,A,CSF2,1.0
ETS2,A,CHRNE,1.0
ETS2,A,CGA,1.0
ETV3,A,NFKB1,-1.0
ETV4,A,AGTR1,1.0
ETV4,A,BDKRB1,1.0
ETV4,A,ERBB2,-1.0
