genesymbol,collection,geneset
ABHD2,hallmark,HALLMARK_ANDROGEN_RESPONSE
PEX11A,hallmark,HALLMARK_BILE_ACID_METABOLISM
BATF,hallmark,HALLMARK_IL2_STAT5_SIGNALING
LAMC2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
LAMC2,hallmark,HALLMARK_APICAL_JUNCTION
PTPN6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PTPN6,hallmark,HALLMARK_ALLOGRAFT_REJECTION
S100A9,hallmark,HALLMARK_COMPLEMENT
IDH2,hallmark,HALLMARK_BILE_ACID_METABOLISM
IDH2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
GALE,hallmark,HALLMARK_GLYCOLYSIS
HOMER2,hallmark,HALLMARK_ANDROGEN_RESPONSE
TFPI2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TFPI2,hallmark,HALLMARK_COAGULATION
TFPI2,hallmark,HALLMARK_COMPLEMENT
PERP,hallmark,HALLMARK_P53_PATHWAY
ACOX2,hallmark,HALLMARK_COAGULATION
LTF,hallmark,HALLMARK_COMPLEMENT
HMGCS2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
HMGCS2,hallmark,HALLMARK_COAGULATION
SERPINA5,hallmark,HALLMARK_ANGIOGENESIS
DCXR,hallmark,HALLMARK_P53_PATHWAY
ALDH3A2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ST14,hallmark,HALLMARK_P53_PATHWAY
MAPK13,hallmark,HALLMARK_APICAL_JUNCTION
GFUS,hallmark,HALLMARK_GLYCOLYSIS
UGDH,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MDK,hallmark,HALLMARK_APICAL_JUNCTION
COX6C,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
HSPA4L,hallmark,HALLMARK_P53_PATHWAY
SLC29A1,hallmark,HALLMARK_BILE_ACID_METABOLISM
SORD,hallmark,HALLMARK_ANDROGEN_RESPONSE
KIF20A,hallmark,HALLMARK_GLYCOLYSIS
SERPINA1,hallmark,HALLMARK_COAGULATION
SERPINA1,hallmark,HALLMARK_COMPLEMENT
CA2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
CA2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CA2,hallmark,HALLMARK_COMPLEMENT
MEST,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
STK39,hallmark,HALLMARK_ANDROGEN_RESPONSE
NGLY1,hallmark,HALLMARK_ANDROGEN_RESPONSE
SPCS3,hallmark,HALLMARK_ANDROGEN_RESPONSE
HPGD,hallmark,HALLMARK_FATTY_ACID_METABOLISM
HPGD,hallmark,HALLMARK_ANDROGEN_RESPONSE
GUCY1A1,hallmark,HALLMARK_ANDROGEN_RESPONSE
MAF,hallmark,HALLMARK_ANDROGEN_RESPONSE
PGM3,hallmark,HALLMARK_ANDROGEN_RESPONSE
GNAI3,hallmark,HALLMARK_ANDROGEN_RESPONSE
GNAI3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
GNAI3,hallmark,HALLMARK_COMPLEMENT
ITGAV,hallmark,HALLMARK_ANGIOGENESIS
ITGAV,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ITGAV,hallmark,HALLMARK_ANDROGEN_RESPONSE
ITGAV,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IQGAP2,hallmark,HALLMARK_ANDROGEN_RESPONSE
PTK2B,hallmark,HALLMARK_ANDROGEN_RESPONSE
CCND3,hallmark,HALLMARK_ANDROGEN_RESPONSE
CCND3,hallmark,HALLMARK_P53_PATHWAY
CCND3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CCND3,hallmark,HALLMARK_ALLOGRAFT_REJECTION
XRCC6,hallmark,HALLMARK_ANDROGEN_RESPONSE
APPBP2,hallmark,HALLMARK_ANDROGEN_RESPONSE
RAB4A,hallmark,HALLMARK_ANDROGEN_RESPONSE
CDC14B,hallmark,HALLMARK_ANDROGEN_RESPONSE
ALDH1A3,hallmark,HALLMARK_ANDROGEN_RESPONSE
SMS,hallmark,HALLMARK_FATTY_ACID_METABOLISM
SMS,hallmark,HALLMARK_ANDROGEN_RESPONSE
B2M,hallmark,HALLMARK_ANDROGEN_RESPONSE
B2M,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
B2M,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
B2M,hallmark,HALLMARK_ALLOGRAFT_REJECTION
UBE2I,hallmark,HALLMARK_ANDROGEN_RESPONSE
AKT1,hallmark,HALLMARK_ANDROGEN_RESPONSE
AKT1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CENPN,hallmark,HALLMARK_ANDROGEN_RESPONSE
TMEM50A,hallmark,HALLMARK_ANDROGEN_RESPONSE
KLK2,hallmark,HALLMARK_ANDROGEN_RESPONSE
ABCC4,hallmark,HALLMARK_ANDROGEN_RESPONSE
ACTN1,hallmark,HALLMARK_ANDROGEN_RESPONSE
ACTN1,hallmark,HALLMARK_APICAL_JUNCTION
TMPRSS2,hallmark,HALLMARK_ANDROGEN_RESPONSE
SRF,hallmark,HALLMARK_ANDROGEN_RESPONSE
MERTK,hallmark,HALLMARK_ANDROGEN_RESPONSE
MERTK,hallmark,HALLMARK_GLYCOLYSIS
INSIG1,hallmark,HALLMARK_ANDROGEN_RESPONSE
INSIG1,hallmark,HALLMARK_APICAL_JUNCTION
SELENOP,hallmark,HALLMARK_ANDROGEN_RESPONSE
STEAP4,hallmark,HALLMARK_ANDROGEN_RESPONSE
ACSL3,hallmark,HALLMARK_ANDROGEN_RESPONSE
BMPR1B,hallmark,HALLMARK_FATTY_ACID_METABOLISM
BMPR1B,hallmark,HALLMARK_ANDROGEN_RESPONSE
FADS1,hallmark,HALLMARK_ANDROGEN_RESPONSE
FADS1,hallmark,HALLMARK_BILE_ACID_METABOLISM
DBI,hallmark,HALLMARK_ANDROGEN_RESPONSE
ELL2,hallmark,HALLMARK_ANDROGEN_RESPONSE
UBE2J1,hallmark,HALLMARK_ANDROGEN_RESPONSE
KLK3,hallmark,HALLMARK_ANDROGEN_RESPONSE
SEC24D,hallmark,HALLMARK_ANDROGEN_RESPONSE
SEC24D,hallmark,HALLMARK_PROTEIN_SECRETION
PTPN21,hallmark,HALLMARK_ANDROGEN_RESPONSE
ZMIZ1,hallmark,HALLMARK_ANDROGEN_RESPONSE
SLC38A2,hallmark,HALLMARK_ANDROGEN_RESPONSE
MAP7,hallmark,HALLMARK_ANDROGEN_RESPONSE
ELK4,hallmark,HALLMARK_ANDROGEN_RESPONSE
CDK6,hallmark,HALLMARK_ANDROGEN_RESPONSE
PA2G4,hallmark,HALLMARK_ANDROGEN_RESPONSE
RPS6KA3,hallmark,HALLMARK_ANDROGEN_RESPONSE
RPS6KA3,hallmark,HALLMARK_PROTEIN_SECRETION
SRP19,hallmark,HALLMARK_ANDROGEN_RESPONSE
NCOA4,hallmark,HALLMARK_ANDROGEN_RESPONSE
PLPP1,hallmark,HALLMARK_ANDROGEN_RESPONSE
PLPP1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
HERC3,hallmark,HALLMARK_ANDROGEN_RESPONSE
VAPA,hallmark,HALLMARK_ANDROGEN_RESPONSE
SPDEF,hallmark,HALLMARK_ANDROGEN_RESPONSE
HSD17B14,hallmark,HALLMARK_ANDROGEN_RESPONSE
INPP4B,hallmark,HALLMARK_ANDROGEN_RESPONSE
UAP1,hallmark,HALLMARK_ANDROGEN_RESPONSE
CAMKK2,hallmark,HALLMARK_ANDROGEN_RESPONSE
DHCR24,hallmark,HALLMARK_FATTY_ACID_METABOLISM
DHCR24,hallmark,HALLMARK_ANDROGEN_RESPONSE
DHCR24,hallmark,HALLMARK_BILE_ACID_METABOLISM
AZGP1,hallmark,HALLMARK_ANDROGEN_RESPONSE
ADAMTS1,hallmark,HALLMARK_ANDROGEN_RESPONSE
NKX3-1,hallmark,HALLMARK_ANDROGEN_RESPONSE
LMAN1,hallmark,HALLMARK_ANDROGEN_RESPONSE
LMAN1,hallmark,HALLMARK_PROTEIN_SECRETION
MAK,hallmark,HALLMARK_ANDROGEN_RESPONSE
ARID5B,hallmark,HALLMARK_ANDROGEN_RESPONSE
ARID5B,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PIAS1,hallmark,HALLMARK_ANDROGEN_RESPONSE
MYL12A,hallmark,HALLMARK_ANDROGEN_RESPONSE
XRCC5,hallmark,HALLMARK_ANDROGEN_RESPONSE
GPD1L,hallmark,HALLMARK_ANDROGEN_RESPONSE
SORBS3,hallmark,HALLMARK_APICAL_JUNCTION
SYNGR2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SGCG,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
NQO1,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
COL4A2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
COL4A2,hallmark,HALLMARK_COMPLEMENT
PRNP,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
PRNP,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ITGB1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ITGB1,hallmark,HALLMARK_APICAL_JUNCTION
TAGLN,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
AKT2,hallmark,HALLMARK_APICAL_JUNCTION
APLNR,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
PC,hallmark,HALLMARK_GLYCOLYSIS
ACTC1,hallmark,HALLMARK_APICAL_JUNCTION
SPEG,hallmark,HALLMARK_APICAL_JUNCTION
RB1,hallmark,HALLMARK_P53_PATHWAY
PLXNB2,hallmark,HALLMARK_P53_PATHWAY
COL6A3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
MYO1C,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ACSL1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACSL1,hallmark,HALLMARK_BILE_ACID_METABOLISM
AGL,hallmark,HALLMARK_GLYCOLYSIS
FGF2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CACNA1H,hallmark,HALLMARK_GLYCOLYSIS
CDH13,hallmark,HALLMARK_P53_PATHWAY
CDH13,hallmark,HALLMARK_COMPLEMENT
KCNH2,hallmark,HALLMARK_APICAL_JUNCTION
LSP1,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
ITGB4,hallmark,HALLMARK_P53_PATHWAY
ITGB4,hallmark,HALLMARK_APICAL_JUNCTION
PRNP,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
PRNP,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SPARC,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SPARC,hallmark,HALLMARK_COAGULATION
PFKM,hallmark,HALLMARK_BILE_ACID_METABOLISM
SIRT2,hallmark,HALLMARK_COAGULATION
TNNI1,hallmark,HALLMARK_P53_PATHWAY
TPM2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CFD,hallmark,HALLMARK_COAGULATION
ITGB5,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ACTN2,hallmark,HALLMARK_APICAL_JUNCTION
ACTN2,hallmark,HALLMARK_COMPLEMENT
ACHE,hallmark,HALLMARK_ALLOGRAFT_REJECTION
COL6A2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ACTN3,hallmark,HALLMARK_APICAL_JUNCTION
LAMA2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ACTA1,hallmark,HALLMARK_APICAL_JUNCTION
SGCD,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SLC6A8,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
COL3A1,hallmark,HALLMARK_ANGIOGENESIS
COL3A1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ADAM12,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
COL1A1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ATP6AP1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
AGRN,hallmark,HALLMARK_GLYCOLYSIS
SGMS1,hallmark,HALLMARK_PROTEIN_SECRETION
GOLGA4,hallmark,HALLMARK_PROTEIN_SECRETION
ARCN1,hallmark,HALLMARK_PROTEIN_SECRETION
ADAM10,hallmark,HALLMARK_PROTEIN_SECRETION
STAM,hallmark,HALLMARK_PROTEIN_SECRETION
SCRN1,hallmark,HALLMARK_PROTEIN_SECRETION
MAPK1,hallmark,HALLMARK_PROTEIN_SECRETION
OCRL,hallmark,HALLMARK_PROTEIN_SECRETION
NAPG,hallmark,HALLMARK_PROTEIN_SECRETION
RER1,hallmark,HALLMARK_PROTEIN_SECRETION
CD63,hallmark,HALLMARK_PROTEIN_SECRETION
ERGIC3,hallmark,HALLMARK_PROTEIN_SECRETION
VAMP3,hallmark,HALLMARK_PROTEIN_SECRETION
ATP1A1,hallmark,HALLMARK_PROTEIN_SECRETION
NAPA,hallmark,HALLMARK_PROTEIN_SECRETION
SCAMP1,hallmark,HALLMARK_PROTEIN_SECRETION
GNAS,hallmark,HALLMARK_PROTEIN_SECRETION
CAV2,hallmark,HALLMARK_PROTEIN_SECRETION
DOP1A,hallmark,HALLMARK_PROTEIN_SECRETION
TSPAN8,hallmark,HALLMARK_PROTEIN_SECRETION
GALC,hallmark,HALLMARK_PROTEIN_SECRETION
AP2M1,hallmark,HALLMARK_PROTEIN_SECRETION
RAB22A,hallmark,HALLMARK_PROTEIN_SECRETION
TMX1,hallmark,HALLMARK_PROTEIN_SECRETION
SH3GL2,hallmark,HALLMARK_PROTEIN_SECRETION
ATP6V1H,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ATP6V1H,hallmark,HALLMARK_PROTEIN_SECRETION
SEC22B,hallmark,HALLMARK_PROTEIN_SECRETION
CLCN3,hallmark,HALLMARK_PROTEIN_SECRETION
CLTA,hallmark,HALLMARK_PROTEIN_SECRETION
ATP6V1B1,hallmark,HALLMARK_PROTEIN_SECRETION
COPB1,hallmark,HALLMARK_PROTEIN_SECRETION
STX16,hallmark,HALLMARK_PROTEIN_SECRETION
ZW10,hallmark,HALLMARK_PROTEIN_SECRETION
STX12,hallmark,HALLMARK_PROTEIN_SECRETION
ARFGAP3,hallmark,HALLMARK_PROTEIN_SECRETION
RAB14,hallmark,HALLMARK_PROTEIN_SECRETION
BET1,hallmark,HALLMARK_PROTEIN_SECRETION
BNIP3,hallmark,HALLMARK_PROTEIN_SECRETION
TOM1L1,hallmark,HALLMARK_PROTEIN_SECRETION
CLN5,hallmark,HALLMARK_PROTEIN_SECRETION
GOSR2,hallmark,HALLMARK_PROTEIN_SECRETION
AP3B1,hallmark,HALLMARK_PROTEIN_SECRETION
RAB2A,hallmark,HALLMARK_PROTEIN_SECRETION
MON2,hallmark,HALLMARK_PROTEIN_SECRETION
GBF1,hallmark,HALLMARK_PROTEIN_SECRETION
SNAP23,hallmark,HALLMARK_PROTEIN_SECRETION
SNX2,hallmark,HALLMARK_PROTEIN_SECRETION
COPE,hallmark,HALLMARK_PROTEIN_SECRETION
ARFIP1,hallmark,HALLMARK_PROTEIN_SECRETION
COPB2,hallmark,HALLMARK_PROTEIN_SECRETION
COPB2,hallmark,HALLMARK_GLYCOLYSIS
YKT6,hallmark,HALLMARK_PROTEIN_SECRETION
TMED10,hallmark,HALLMARK_PROTEIN_SECRETION
ARFGEF2,hallmark,HALLMARK_PROTEIN_SECRETION
SCAMP3,hallmark,HALLMARK_PROTEIN_SECRETION
AP2B1,hallmark,HALLMARK_PROTEIN_SECRETION
CTSC,hallmark,HALLMARK_PROTEIN_SECRETION
CTSC,hallmark,HALLMARK_COMPLEMENT
M6PR,hallmark,HALLMARK_PROTEIN_SECRETION
YIPF6,hallmark,HALLMARK_PROTEIN_SECRETION
ARF1,hallmark,HALLMARK_PROTEIN_SECRETION
COG2,hallmark,HALLMARK_PROTEIN_SECRETION
COG2,hallmark,HALLMARK_GLYCOLYSIS
VAMP7,hallmark,HALLMARK_PROTEIN_SECRETION
AP1G1,hallmark,HALLMARK_PROTEIN_SECRETION
GNAS,hallmark,HALLMARK_PROTEIN_SECRETION
ANP32E,hallmark,HALLMARK_PROTEIN_SECRETION
CLTC,hallmark,HALLMARK_PROTEIN_SECRETION
USO1,hallmark,HALLMARK_PROTEIN_SECRETION
VAMP4,hallmark,HALLMARK_PROTEIN_SECRETION
SEC31A,hallmark,HALLMARK_PROTEIN_SECRETION
AP2S1,hallmark,HALLMARK_PROTEIN_SECRETION
LAMP2,hallmark,HALLMARK_PROTEIN_SECRETION
LAMP2,hallmark,HALLMARK_COAGULATION
LAMP2,hallmark,HALLMARK_COMPLEMENT
RAB5A,hallmark,HALLMARK_PROTEIN_SECRETION
VPS45,hallmark,HALLMARK_PROTEIN_SECRETION
GNAS,hallmark,HALLMARK_PROTEIN_SECRETION
AP3S1,hallmark,HALLMARK_PROTEIN_SECRETION
VPS4B,hallmark,HALLMARK_PROTEIN_SECRETION
STX7,hallmark,HALLMARK_PROTEIN_SECRETION
ICA1,hallmark,HALLMARK_PROTEIN_SECRETION
RAB9A,hallmark,HALLMARK_PROTEIN_SECRETION
GNAS,hallmark,HALLMARK_PROTEIN_SECRETION
PARP14,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PARP14,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSME1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
PSME1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSME1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
USP18,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
USP18,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NUB1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PNPT1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PNPT1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TRAFD1,hallmark,HALLMARK_P53_PATHWAY
TRAFD1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TRAFD1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
BATF2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
BATF2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SP110,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
SP110,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NMI,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
NMI,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NMI,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IFIT3,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFIT3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PARP12,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PARP12,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFI35,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI35,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL15,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
IL15,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IL15,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL15,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL15,hallmark,HALLMARK_ALLOGRAFT_REJECTION
ADAR,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
ADAR,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
DDX60,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
DDX60,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TRIM21,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TRIM21,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LGALS3BP,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
LGALS3BP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HELZ2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
HELZ2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
UBA7,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
DHX58,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
DHX58,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMB9,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSMB9,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMB9,hallmark,HALLMARK_COMPLEMENT
PARP9,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFITM1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFITM1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
HLA-C,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
OASL,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
OASL,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CNP,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI44,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI44,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
RNF31,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
RNF31,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFI27,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI27,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LY6E,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
LY6E,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LY6E,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TRIM26,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TRIM26,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
GBP4,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
GBP4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
GBP4,hallmark,HALLMARK_IL2_STAT5_SIGNALING
LPAR6,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI44L,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI44L,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HERC6,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
HERC6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TENT5A,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSME2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSME2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TMEM140,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
GMPR,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
C1S,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
C1S,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
C1S,hallmark,HALLMARK_COAGULATION
C1S,hallmark,HALLMARK_COMPLEMENT
TRIM25,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TRIM25,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD47,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CD47,hallmark,HALLMARK_ALLOGRAFT_REJECTION
SELL,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
SELL,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
SELL,hallmark,HALLMARK_IL2_STAT5_SIGNALING
RTP4,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
RTP4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
RTP4,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IRF7,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IRF7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF7,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IRF7,hallmark,HALLMARK_COMPLEMENT
IRF7,hallmark,HALLMARK_ALLOGRAFT_REJECTION
MOV10,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
LAP3,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
LAP3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LAP3,hallmark,HALLMARK_COMPLEMENT
RSAD2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
RSAD2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
UBE2L6,hallmark,HALLMARK_FATTY_ACID_METABOLISM
UBE2L6,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
UBE2L6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LAMP3,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
LAMP3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TRIM5,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CD74,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CD74,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD74,hallmark,HALLMARK_ALLOGRAFT_REJECTION
MX1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
MX1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
EIF2AK2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
EIF2AK2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
EIF2AK2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
NCOA7,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFITM2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFITM2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MVB12A,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
SAMD9,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
WARS1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
WARS1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
WARS1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
SAMD9L,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
SAMD9L,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMA3,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSMA3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
GBP2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
GBP2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
TDRD7,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TDRD7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFI30,hallmark,HALLMARK_P53_PATHWAY
IFI30,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFI30,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
EPSTI1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
EPSTI1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PROCR,hallmark,HALLMARK_P53_PATHWAY
PROCR,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
